FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB,URL,Has_fight,AGE_DAYS,AGE
Muslim Salikhov,71.0,170.0,70.0,Orthodox,1984-06-09,http://ufcstats.com/fighter-details/447f9858ae78f921,True,14732.0,40
Sean Salmon,70.0,185.0,,Southpaw,1977-09-11,http://ufcstats.com/fighter-details/7c0847d3854a95f2,True,17195.0,47
Boston Salmon,69.0,135.0,69.0,Southpaw,1990-11-20,http://ufcstats.com/fighter-details/98e946879ba20c0f,True,12377.0,33
John Salter,73.0,185.0,74.0,Southpaw,1985-03-21,http://ufcstats.com/fighter-details/010986ee359fb863,True,14447.0,39
Vinicius Salvador,67.0,135.0,70.0,Southpaw,1996-07-24,http://ufcstats.com/fighter-details/65cdf4ec31143d86,True,10304.0,28
Josh Samman,75.0,185.0,79.0,Orthodox,1988-03-14,http://ufcstats.com/fighter-details/9deff9e3e8d94d47,True,13358.0,36
Josh Sampo,64.0,125.0,64.0,Orthodox,1984-07-24,http://ufcstats.com/fighter-details/f65dcb22dada2223,True,14687.0,40
Diego Sanchez,70.0,170.0,72.0,Southpaw,1981-12-31,http://ufcstats.com/fighter-details/82e7929bf6c2b689,True,15623.0,42
Eddie Sanchez,74.0,230.0,74.0,Orthodox,1982-11-04,http://ufcstats.com/fighter-details/7f0b4a75ef3039a3,True,15315.0,41
Julian Sanchez,75.0,300.0,,Orthodox,,http://ufcstats.com/fighter-details/c6da1c24fe473418,True,,0
Joby Sanchez,66.0,135.0,68.0,Orthodox,1991-06-24,http://ufcstats.com/fighter-details/b12fc8a41e82d3a2,True,12161.0,33
Andrew Sanchez,73.0,185.0,74.0,Orthodox,1988-04-08,http://ufcstats.com/fighter-details/fccf811c1e8b01c7,True,13333.0,36
Robert Sanchez,66.0,125.0,66.0,Orthodox,1986-03-05,http://ufcstats.com/fighter-details/546f8599a63c29da,True,14098.0,38
Jesse Sanders,72.0,170.0,,Orthodox,,http://ufcstats.com/fighter-details/59aaf2730b84698a,True,,0
Luke Sanders,66.0,135.0,67.0,Southpaw,1985-12-12,http://ufcstats.com/fighter-details/96428b9e9bd048ea,True,14181.0,38
Jerrod Sanders,68.0,135.0,72.0,Orthodox,1979-10-01,http://ufcstats.com/fighter-details/12f1b140e248bdb9,True,16445.0,45
Cory Sandhagen,71.0,135.0,70.0,Switch,1992-04-20,http://ufcstats.com/fighter-details/65f09bacd3957381,True,11860.0,32
Joseph Sandoval,67.0,135.0,,Southpaw,1986-05-11,http://ufcstats.com/fighter-details/696002b59f09d73b,True,14031.0,38
Hector Sandoval,62.0,125.0,64.0,Orthodox,1986-07-19,http://ufcstats.com/fighter-details/449c890bd90f3374,True,13962.0,38
Chris Sanford,71.0,185.0,,Orthodox,1968-03-12,http://ufcstats.com/fighter-details/29f935654825331b,True,20665.0,56
Roldan Sangcha'an,64.0,125.0,,Orthodox,1990-12-04,http://ufcstats.com/fighter-details/57887765f831e228,True,12363.0,33
Martin Sano,71.0,170.0,75.0,Orthodox,1991-05-30,http://ufcstats.com/fighter-details/16a64f93f6678b7b,True,12186.0,33
Duda Santana,67.0,145.0,73.0,Orthodox,1996-01-10,http://ufcstats.com/fighter-details/d6ead04919a894b1,True,10500.0,28
Jorge Santiago,73.0,170.0,75.0,Orthodox,1980-10-09,http://ufcstats.com/fighter-details/f8dc544e7077d014,True,16071.0,44
Mike Santiago,70.0,145.0,69.0,Orthodox,1989-07-28,http://ufcstats.com/fighter-details/bc656db347f31e19,True,12857.0,35
Adriano Santos,,,,,,http://ufcstats.com/fighter-details/c6e6926a81adcd00,True,,0
Iliarde Santos,65.0,125.0,67.0,Orthodox,1980-09-25,http://ufcstats.com/fighter-details/14aa21bc82cac57d,True,16085.0,44
Leonardo Santos,72.0,155.0,75.0,Orthodox,1980-02-05,http://ufcstats.com/fighter-details/9c65736747ca92ec,True,16318.0,44
Thiago Santos,74.0,205.0,76.0,Orthodox,1984-01-07,http://ufcstats.com/fighter-details/dea070ed4a2a8281,True,14886.0,40
Bruno Santos,69.0,185.0,,Orthodox,1987-07-17,http://ufcstats.com/fighter-details/da1d8d76404bb6b5,True,13599.0,37
Yana Santos,66.0,135.0,68.0,Orthodox,1989-11-11,http://ufcstats.com/fighter-details/3143bf892608139a,True,12751.0,34
Taila Santos,66.0,125.0,68.0,Orthodox,1993-06-22,http://ufcstats.com/fighter-details/f7467152fd9f18a2,True,11432.0,31
Daniel Santos,67.0,135.0,67.0,Orthodox,1995-03-12,http://ufcstats.com/fighter-details/b67d6bacc68d4c92,True,10804.0,29
Gabriel Santos,69.0,145.0,70.0,Orthodox,1996-11-28,http://ufcstats.com/fighter-details/f2f140ce7532e327,True,10177.0,27
Luana Santos,66.0,125.0,67.0,Orthodox,2000-04-16,http://ufcstats.com/fighter-details/5078e1dacf9d25f4,True,8942.0,24
Mairon Santos,67.0,145.0,72.0,Orthodox,2000-06-10,http://ufcstats.com/fighter-details/480779d7f9a424d3,True,8887.0,24
Nick Sanzo,69.0,190.0,,,,http://ufcstats.com/fighter-details/1d147d4163a6989b,True,,0
Daniel Sarafian,69.0,185.0,73.0,Orthodox,1982-08-21,http://ufcstats.com/fighter-details/7e47047d0971d566,True,15390.0,42
Jeka Saragih,68.0,145.0,69.0,Orthodox,1995-01-01,http://ufcstats.com/fighter-details/57186c150c645200,True,10874.0,29
Diego Saraiva,66.0,155.0,,Orthodox,1982-04-23,http://ufcstats.com/fighter-details/4f4dac51adc1af4f,True,15510.0,42
Yuki Sasaki,74.0,185.0,,Orthodox,1976-09-12,http://ufcstats.com/fighter-details/e5c38954c006f15c,True,17559.0,48
Yuta Sasaki,70.0,125.0,71.0,Southpaw,1989-10-07,http://ufcstats.com/fighter-details/7c3c48cf54a2848e,True,12786.0,35
Paul Sass,72.0,155.0,73.0,Orthodox,1988-08-04,http://ufcstats.com/fighter-details/7b143a54451263d9,True,13215.0,36
Takenori Sato,70.0,170.0,,Southpaw,1985-06-08,http://ufcstats.com/fighter-details/276c60b14b571dd4,True,14368.0,39
Takashi Sato,70.0,170.0,73.0,Southpaw,1990-06-09,http://ufcstats.com/fighter-details/8abac218746e04ca,True,12541.0,34
Townsend Saunders,65.0,170.0,,Orthodox,,http://ufcstats.com/fighter-details/20bd6c3e03c46ee6,True,,0
Ben Saunders,74.0,170.0,77.0,Orthodox,1983-04-13,http://ufcstats.com/fighter-details/484acc7b0f856ce9,True,15155.0,41
Chris Saunders,68.0,155.0,,,1986-03-11,http://ufcstats.com/fighter-details/b35a159f525764eb,True,14092.0,38
Matt Sayles,67.0,155.0,68.0,Orthodox,1994-02-21,http://ufcstats.com/fighter-details/5b8ba8f5512893b1,True,11188.0,30
Mark Scanlon,69.0,170.0,,Orthodox,,http://ufcstats.com/fighter-details/771b60ff889661c8,True,,0
Eric Schafer,75.0,185.0,76.0,Orthodox,1977-09-20,http://ufcstats.com/fighter-details/f59f1d3a2ff13edd,True,17186.0,47
Kerry Schall,74.0,265.0,,Orthodox,1971-08-09,http://ufcstats.com/fighter-details/030f08370fd1c2bb,True,19420.0,53
Brendan Schaub,76.0,245.0,78.0,Orthodox,1983-03-18,http://ufcstats.com/fighter-details/89a407032911e27e,True,15181.0,41
Fabiano Scherner,75.0,257.0,,Orthodox,1972-06-30,http://ufcstats.com/fighter-details/0bc7e61d204f2137,True,19094.0,52
Samy Schiavo,68.0,155.0,,Orthodox,1975-12-24,http://ufcstats.com/fighter-details/1208ffc5be6e31ad,True,17822.0,48
Pat Schilling,68.0,145.0,,Orthodox,1988-08-28,http://ufcstats.com/fighter-details/de12bd65e2f46478,True,13191.0,36
Semmy Schilt,82.0,265.0,,Orthodox,1973-10-27,http://ufcstats.com/fighter-details/d5ed14b2153c6ed2,True,18610.0,50
Matt Schnell,68.0,125.0,70.0,Orthodox,1990-01-15,http://ufcstats.com/fighter-details/67c1d46f4ed16f9e,True,12686.0,34
Alex Schoenauer,75.0,185.0,,Orthodox,1976-05-05,http://ufcstats.com/fighter-details/fdfef29ba17ee525,True,17689.0,48
Darrill Schoonover,74.0,220.0,,Orthodox,1985-07-18,http://ufcstats.com/fighter-details/5a558ba1ff5e9121,True,14328.0,39
Nate Schroeder,73.0,230.0,,,,http://ufcstats.com/fighter-details/040426baba8a45e8,True,,0
Mark Schultz,69.0,200.0,,Orthodox,,http://ufcstats.com/fighter-details/c1684f00c626f4c0,True,,0
Justin Scoggins,67.0,125.0,66.0,Southpaw,1992-05-02,http://ufcstats.com/fighter-details/9fa568ad2bf2cb0b,True,11848.0,32
Brad Scott,73.0,170.0,76.0,Orthodox,1989-06-24,http://ufcstats.com/fighter-details/34e552520a934063,True,12891.0,35
Neil Seery,64.0,125.0,64.0,Orthodox,1979-08-30,http://ufcstats.com/fighter-details/49a74b9fb2e45fdf,True,16477.0,45
Stefan Sekulic,72.0,170.0,75.0,Southpaw,1992-02-12,http://ufcstats.com/fighter-details/348dff4e03bd18c6,True,11928.0,32
Pete Sell,71.0,170.0,75.0,Orthodox,1982-08-05,http://ufcstats.com/fighter-details/0359313549d230a1,True,15406.0,42
Matthew Semelsberger,73.0,170.0,75.0,Switch,1992-11-23,http://ufcstats.com/fighter-details/4aa58269d0664b5b,True,11643.0,31
Andrei Semenov,72.0,185.0,,Orthodox,1977-06-17,http://ufcstats.com/fighter-details/5f2f0da6fd6a84fd,True,17281.0,47
Mackens Semerzier,69.0,145.0,72.0,Orthodox,1980-11-03,http://ufcstats.com/fighter-details/51b1e2fd9872005b,True,16046.0,43
Ivan Serati,72.0,205.0,,Orthodox,,http://ufcstats.com/fighter-details/b23fca14c7b79935,True,,0
Matt Serra,66.0,170.0,68.0,Orthodox,1974-06-02,http://ufcstats.com/fighter-details/86dfed7cc24a9fa7,True,18392.0,50
Nick Serra,69.0,170.0,,Orthodox,1978-03-27,http://ufcstats.com/fighter-details/1975c2272ba40e71,True,16998.0,46
Adrian Serrano,68.0,170.0,,,1963-12-23,http://ufcstats.com/fighter-details/e7ec11096eac0282,True,22206.0,60
Fredy Serrano,63.0,125.0,65.0,Orthodox,1979-09-22,http://ufcstats.com/fighter-details/0ccab7c889ede9ea,True,16454.0,45
Igor Severino,67.0,125.0,69.0,Orthodox,2003-04-21,http://ufcstats.com/fighter-details/6ad8e4296f7522d9,True,7842.0,21
Dan Severn,74.0,250.0,,Southpaw,1958-06-08,http://ufcstats.com/fighter-details/c670aa48827d6be6,True,24230.0,66
Rosi Sexton,63.0,135.0,,Orthodox,1977-07-16,http://ufcstats.com/fighter-details/5dfe71ade71f3a4b,True,17252.0,47
Edmen Shahbazyan,75.0,185.0,75.0,Orthodox,1997-11-20,http://ufcstats.com/fighter-details/4144798612ef96e5,True,9820.0,26
Don Shainis,66.0,145.0,67.0,Orthodox,1990-09-16,http://ufcstats.com/fighter-details/da4628f173337902,True,12442.0,34
Liliya Shakirova,64.0,125.0,65.0,Orthodox,1991-10-24,http://ufcstats.com/fighter-details/f300763147320d12,True,12039.0,32
Kamal Shalorus,68.0,155.0,68.0,Orthodox,1972-08-27,http://ufcstats.com/fighter-details/ece280745f8727b8,True,19036.0,52
Ken Shamrock,73.0,205.0,72.0,Orthodox,1964-02-11,http://ufcstats.com/fighter-details/63b65af1c5cb02cb,True,22156.0,60
Frank Shamrock,70.0,185.0,,Orthodox,1972-12-08,http://ufcstats.com/fighter-details/fcaae0385b514f11,True,18933.0,51
Eric Shelton,66.0,125.0,68.0,Orthodox,1991-02-02,http://ufcstats.com/fighter-details/a0c64f272b65d441,True,12303.0,33
Sean Sherk,66.0,155.0,67.0,Orthodox,1973-08-05,http://ufcstats.com/fighter-details/029880cdbf5ca089,True,18693.0,51
Chase Sherman,76.0,250.0,78.0,Orthodox,1989-11-16,http://ufcstats.com/fighter-details/01b352b6a9074d5c,True,12746.0,34
Valentina Shevchenko,65.0,125.0,66.0,Southpaw,1988-03-07,http://ufcstats.com/fighter-details/132deb59abae64b1,True,13365.0,36
Antonina Shevchenko,68.0,125.0,67.0,Southpaw,1984-11-20,http://ufcstats.com/fighter-details/d7338bcb141abd2c,True,14568.0,39
Jake Shields,72.0,170.0,72.0,Orthodox,1979-01-09,http://ufcstats.com/fighter-details/fe435e440b5de0ff,True,16710.0,45
Shunichi Shimizu,65.0,135.0,,Orthodox,1985-01-31,http://ufcstats.com/fighter-details/10657c60ce349e0f,True,14496.0,39
Wade Shipp,75.0,245.0,,Orthodox,1975-02-09,http://ufcstats.com/fighter-details/a9a314cc77d90b6e,True,18140.0,49
Josh Shockley,73.0,155.0,,Orthodox,1989-11-15,http://ufcstats.com/fighter-details/1d36f1ac66cf689d,True,12747.0,34
Josh Shockman,76.0,235.0,,Southpaw,1980-12-29,http://ufcstats.com/fighter-details/821cd80aab70d5f9,True,15990.0,43
Liudvik Sholinian,70.0,135.0,71.0,Orthodox,1990-01-20,http://ufcstats.com/fighter-details/1a54231796e24a3f,True,12681.0,34
Jack Shore,68.0,145.0,71.0,Orthodox,1995-02-06,http://ufcstats.com/fighter-details/b8a85389d115e35a,True,10838.0,29
Sam Sicilia,68.0,145.0,67.0,Orthodox,1986-02-01,http://ufcstats.com/fighter-details/b8aef0faf4ce9b31,True,14130.0,38
Serhiy Sidey,71.0,135.0,72.0,Switch,1996-07-04,http://ufcstats.com/fighter-details/1a2bf44edb8055b6,True,10324.0,28
Steven Siler,71.0,145.0,70.0,Orthodox,1987-02-15,http://ufcstats.com/fighter-details/d188a3b817860ec6,True,13751.0,37
Assuerio Silva,70.0,241.0,,Orthodox,1974-06-18,http://ufcstats.com/fighter-details/e091482fa6648261,True,18376.0,50
Anderson Silva,74.0,185.0,77.0,Southpaw,1975-04-14,http://ufcstats.com/fighter-details/1f454354805b6f75,True,18076.0,49
Wanderlei Silva,71.0,205.0,74.0,Orthodox,1976-07-03,http://ufcstats.com/fighter-details/a1f6999fe57236e0,True,17630.0,48
Thiago Silva,74.0,205.0,74.0,Orthodox,1982-11-12,http://ufcstats.com/fighter-details/2924886ee9c4c527,True,15307.0,41
Jean Silva,66.0,160.0,,Orthodox,1977-10-08,http://ufcstats.com/fighter-details/9211aae062b799d6,True,17168.0,47
Jay Silva,74.0,185.0,,Southpaw,,http://ufcstats.com/fighter-details/53bb0d40905b87c0,True,,0
Antonio Silva,76.0,264.0,82.0,Orthodox,1979-09-14,http://ufcstats.com/fighter-details/8349d55cdecd393a,True,16462.0,45
Erick Silva,72.0,170.0,74.0,Orthodox,1984-06-21,http://ufcstats.com/fighter-details/5866fc86183a9fb8,True,14720.0,40
Leandro Silva,69.0,155.0,72.0,Orthodox,1985-11-11,http://ufcstats.com/fighter-details/159da492e000afbf,True,14212.0,38
Claudio Silva,71.0,170.0,71.0,Southpaw,1982-09-06,http://ufcstats.com/fighter-details/6f7c616b98e18c29,True,15374.0,42
Wagner Silva,72.0,170.0,,Orthodox,1987-02-07,http://ufcstats.com/fighter-details/fb79582c410d049e,True,13759.0,37
Joaquim Silva,68.0,155.0,69.0,Southpaw,1989-02-05,http://ufcstats.com/fighter-details/ae7fe94f117f98cf,True,13030.0,35
Felipe Silva,72.0,155.0,77.0,Orthodox,1984-05-08,http://ufcstats.com/fighter-details/1b38a2b897f6209c,True,14764.0,40
Bruno Silva,64.0,125.0,65.0,Orthodox,1990-03-16,http://ufcstats.com/fighter-details/294aa73dbf37d281,True,12626.0,34
Bruno Silva Blindado,72.0,185.0,74.0,Orthodox,1989-07-13,http://ufcstats.com/fighter-details/12ebd7d157e91701,True,12872.0,35
Gabriel Silva,66.0,135.0,71.0,Orthodox,1994-08-26,http://ufcstats.com/fighter-details/002ca196477ce572,True,11002.0,30
Natalia Silva,64.0,125.0,65.0,Southpaw,1997-02-03,http://ufcstats.com/fighter-details/262d32ebda89efc4,True,10110.0,27
Karine Silva,65.0,125.0,67.0,Orthodox,1993-12-02,http://ufcstats.com/fighter-details/9d62c2d8ee151f08,True,11269.0,30
Erik Silva,69.0,145.0,71.0,Orthodox,1987-03-16,http://ufcstats.com/fighter-details/21b813b919776d90,True,13722.0,37
Jean Silva,67.0,145.0,69.0,Orthodox,1996-12-27,http://ufcstats.com/fighter-details/52ef95b5860fb28c,True,10148.0,27
Danny Silva,71.0,145.0,70.0,Switch,1997-01-30,http://ufcstats.com/fighter-details/d964a59c48381cb6,True,10114.0,27
Douglas Silva de Andrade,67.0,135.0,68.0,Orthodox,1985-06-22,http://ufcstats.com/fighter-details/3a314d9fa7c6825d,True,14354.0,39
Marcus Silveira,75.0,242.0,,Orthodox,,http://ufcstats.com/fighter-details/f717b6002486f73f,True,,0
Elias Silverio,71.0,155.0,73.0,Orthodox,1986-09-22,http://ufcstats.com/fighter-details/52ba464d9068d871,True,13897.0,38
Jamey Simmons,66.0,135.0,70.0,Orthodox,1992-09-11,http://ufcstats.com/fighter-details/f0fad0e9f3b65752,True,11716.0,32
Ricky Simon,66.0,135.0,69.0,Orthodox,1992-08-31,http://ufcstats.com/fighter-details/5987b2458f4b5290,True,11727.0,32
Aaron Simpson,72.0,170.0,73.0,Orthodox,1974-07-20,http://ufcstats.com/fighter-details/d5f820c11a121050,True,18344.0,50
Wes Sims,82.0,260.0,,Orthodox,1979-08-04,http://ufcstats.com/fighter-details/e0f7c4f3f67bc808,True,16503.0,45
Tony Sims,71.0,155.0,70.0,Southpaw,1985-10-14,http://ufcstats.com/fighter-details/57bad6a84230f0c9,True,14240.0,38
Lodune Sincaid,69.0,185.0,,Orthodox,1973-05-07,http://ufcstats.com/fighter-details/265589bdd93e7ce5,True,18783.0,51
Rory Singer,74.0,185.0,77.0,Orthodox,1976-05-28,http://ufcstats.com/fighter-details/546015aa2ad945fd,True,17666.0,48
Elvis Sinosic,75.0,205.0,77.0,Orthodox,1971-02-13,http://ufcstats.com/fighter-details/817e0bdf08efce2e,True,19597.0,53
Dennis Siver,66.0,145.0,70.0,Orthodox,1979-01-13,http://ufcstats.com/fighter-details/5f87a5c00b3d17ed,True,16706.0,45
Chas Skelly,71.0,145.0,72.0,Orthodox,1985-05-11,http://ufcstats.com/fighter-details/4bd6b4800070b069,True,14396.0,39
Joe Slick,72.0,199.0,,Orthodox,1977-10-17,http://ufcstats.com/fighter-details/80e6d71e14c1d356,True,17159.0,46
Maurice Smith,74.0,221.0,,Orthodox,1961-12-13,http://ufcstats.com/fighter-details/33e33d51f289d2a1,True,22946.0,62
Patrick Smith,74.0,225.0,,Orthodox,1963-08-28,http://ufcstats.com/fighter-details/46c8ec317aff28ac,True,22323.0,61
Scott Smith,72.0,185.0,70.0,Orthodox,1979-05-21,http://ufcstats.com/fighter-details/3410cf010558dc8b,True,16578.0,45
Trevor Smith,75.0,185.0,75.0,Orthodox,1981-01-05,http://ufcstats.com/fighter-details/f797f0c57a83353e,True,15983.0,43
Anthony Smith,76.0,205.0,76.0,Orthodox,1988-07-26,http://ufcstats.com/fighter-details/d4c9dcd330403612,True,13224.0,36
Colton Smith,72.0,155.0,71.0,Orthodox,1987-08-14,http://ufcstats.com/fighter-details/2e25c1d983c26311,True,13571.0,37
Gilbert Smith,69.0,185.0,,Southpaw,1981-10-19,http://ufcstats.com/fighter-details/54ed8dc6f8c31207,True,15696.0,42
Leslie Smith,69.0,135.0,66.0,Orthodox,1982-08-17,http://ufcstats.com/fighter-details/76984112f697631f,True,15394.0,42
Devonte Smith,69.0,155.0,76.0,Orthodox,1993-07-30,http://ufcstats.com/fighter-details/207773daeb4afa7b,True,11394.0,31
Cole Smith,71.0,135.0,67.0,Orthodox,1989-04-05,http://ufcstats.com/fighter-details/56709e66f1c6008f,True,12971.0,35
Braxton Smith,71.0,257.0,72.0,Orthodox,1990-01-01,http://ufcstats.com/fighter-details/eaa9402e5a7990ad,True,12700.0,34
Dmitrii Smoliakov,74.0,253.0,74.0,Switch,1982-08-05,http://ufcstats.com/fighter-details/75afb06215a07341,True,15406.0,42
Louis Smolka,69.0,135.0,68.0,Orthodox,1991-07-16,http://ufcstats.com/fighter-details/d2bc285ead803db0,True,12139.0,33
Richie Smullen,69.0,155.0,68.0,Orthodox,1991-08-17,http://ufcstats.com/fighter-details/f75c5ca0d91b9115,True,12107.0,33
Peter Sobotta,72.0,170.0,75.0,Southpaw,1987-01-11,http://ufcstats.com/fighter-details/1fcfc3709fe58151,True,13786.0,37
Renato Sobral,73.0,205.0,75.0,Orthodox,1975-09-07,http://ufcstats.com/fighter-details/d468288756ae3982,True,17930.0,49
Rameau Thierry Sokoudjou,70.0,205.0,78.0,Orthodox,1984-04-18,http://ufcstats.com/fighter-details/d1152823307d7e7c,True,14784.0,40
Joe Solecki,69.0,155.0,70.0,Orthodox,1993-08-27,http://ufcstats.com/fighter-details/af65aa688d13eedf,True,11366.0,31
Joe Son,64.0,236.0,,Orthodox,1970-11-22,http://ufcstats.com/fighter-details/83b743fedde154fb,True,19680.0,53
Song Kenan,72.0,170.0,71.0,Orthodox,1990-03-10,http://ufcstats.com/fighter-details/32490e80ddab1e5a,True,12632.0,34
Song Yadong,68.0,135.0,67.0,Orthodox,1997-12-02,http://ufcstats.com/fighter-details/efb96bf3e9ada36f,True,9808.0,26
Chael Sonnen,73.0,205.0,73.0,Southpaw,1977-04-03,http://ufcstats.com/fighter-details/48d1f690b763934c,True,17356.0,47
Jin Soo Son,66.0,135.0,69.0,Orthodox,1993-04-01,http://ufcstats.com/fighter-details/7c9c6a884be167fe,True,11514.0,31
Benardo Sopaj,66.0,135.0,66.0,Orthodox,2000-09-25,http://ufcstats.com/fighter-details/b6c37948cb226e8c,True,8780.0,24
Sean Soriano,69.0,145.0,70.0,Orthodox,1989-10-06,http://ufcstats.com/fighter-details/bd5403efbaa445c0,True,12787.0,35
Punahele Soriano,71.0,170.0,72.0,Southpaw,1992-11-22,http://ufcstats.com/fighter-details/64facb6cc564262d,True,11644.0,31
Dmitry Sosnovskiy,75.0,240.0,77.0,Orthodox,1989-07-06,http://ufcstats.com/fighter-details/85ff1b9471d35238,True,12879.0,35
Ben Sosoli,72.0,265.0,72.0,Southpaw,1989-12-10,http://ufcstats.com/fighter-details/326f94d6cfb1bf25,True,12722.0,34
Krzysztof Soszynski,73.0,205.0,77.0,Open Stance,1977-08-02,http://ufcstats.com/fighter-details/59583ff832fe9d68,True,17235.0,47
George Sotiropoulos,70.0,155.0,71.0,Orthodox,1977-07-09,http://ufcstats.com/fighter-details/896c322f56b8be5a,True,17259.0,47
Greg Soto,71.0,170.0,73.0,Orthodox,1986-06-03,http://ufcstats.com/fighter-details/9c669abd35b2522f,True,14008.0,38
Alex Soto,68.0,135.0,,Southpaw,1984-02-15,http://ufcstats.com/fighter-details/d18dbcb0f8e2b55d,True,14847.0,40
Joe Soto,66.0,135.0,65.0,Orthodox,1987-03-22,http://ufcstats.com/fighter-details/a4e85a58fbce64b2,True,13716.0,37
Andre Soukhamthath,69.0,135.0,70.0,Orthodox,1988-10-23,http://ufcstats.com/fighter-details/d0e50a3d1b250708,True,13135.0,35
Bobby Southworth,74.0,205.0,,Orthodox,1969-12-16,http://ufcstats.com/fighter-details/aee8eecfc4bfb1e7,True,20021.0,54
Jacare Souza,73.0,185.0,72.0,Orthodox,1979-12-07,http://ufcstats.com/fighter-details/7a703c565ccaa18f,True,16378.0,44
Edimilson Souza,72.0,145.0,74.0,Orthodox,1984-10-17,http://ufcstats.com/fighter-details/6c7020b859c7a3ce,True,14602.0,39
Livinha Souza,63.0,115.0,63.0,Orthodox,1991-03-11,http://ufcstats.com/fighter-details/dab8cfbb6b1db10a,True,12266.0,33
Bruno Souza,70.0,145.0,70.0,Orthodox,1996-03-07,http://ufcstats.com/fighter-details/0e5c4e72237461bb,True,10443.0,28
Ketlen Souza,63.0,115.0,63.0,Orthodox,1994-08-18,http://ufcstats.com/fighter-details/8bd4200561c77a62,True,11010.0,30
Chris Spang,74.0,170.0,,Orthodox,1987-11-26,http://ufcstats.com/fighter-details/411d012af19ecb59,True,13467.0,36
Ryan Spann,77.0,205.0,79.0,Orthodox,1991-08-24,http://ufcstats.com/fighter-details/a67f5afa8d6a1b80,True,12100.0,33
Tommy Speer,70.0,170.0,71.0,Orthodox,1984-08-20,http://ufcstats.com/fighter-details/1411c630ba711b64,True,14660.0,40
Sean Spencer,70.0,170.0,74.0,Orthodox,1987-06-25,http://ufcstats.com/fighter-details/ab850a77a0fa487d,True,13621.0,37
Felicia Spencer,66.0,145.0,68.0,Orthodox,1990-11-29,http://ufcstats.com/fighter-details/39d91e95949de3d9,True,12368.0,33
Eric Spicely,73.0,185.0,73.0,Orthodox,1986-09-29,http://ufcstats.com/fighter-details/b9664eae2ac75262,True,13890.0,38
Daniel Spitz,79.0,245.0,82.0,Orthodox,1990-07-31,http://ufcstats.com/fighter-details/f86cb5f25d545e0e,True,12489.0,34
Serghei Spivac,75.0,260.0,78.0,Orthodox,1995-01-24,http://ufcstats.com/fighter-details/e2f6b2769aaedd6c,True,10851.0,29
Daniel Spohn,76.0,205.0,79.0,Southpaw,1984-10-12,http://ufcstats.com/fighter-details/87f3bbf52e6c9dc9,True,14607.0,39
Pete Spratt,69.0,170.0,,Orthodox,1971-01-09,http://ufcstats.com/fighter-details/c3ea8deeba00462b,True,19632.0,53
Austin Springer,68.0,145.0,71.0,Orthodox,1987-05-12,http://ufcstats.com/fighter-details/37cc294027f55e4d,True,13665.0,37
Georges St-Pierre,71.0,185.0,76.0,Orthodox,1981-05-19,http://ufcstats.com/fighter-details/6506c1d34da9c013,True,15849.0,43
Andreas Stahl,71.0,170.0,,Orthodox,1988-05-20,http://ufcstats.com/fighter-details/69a400af4420cd6a,True,13291.0,36
Ron Stallings,74.0,170.0,75.0,Southpaw,1983-01-25,http://ufcstats.com/fighter-details/6dd758d34da8d254,True,15233.0,41
Cody Stamann,66.0,135.0,64.0,Orthodox,1989-11-09,http://ufcstats.com/fighter-details/bf7ad5628363eec9,True,12753.0,34
Cristina Stanciu,63.0,115.0,,Orthodox,1994-03-29,http://ufcstats.com/fighter-details/175852708cb55776,True,11152.0,30
Brian Stann,73.0,205.0,74.0,Orthodox,1980-09-24,http://ufcstats.com/fighter-details/579fcdfcabd23a7b,True,16086.0,44
Josh Stansbury,74.0,205.0,74.0,Orthodox,1984-11-19,http://ufcstats.com/fighter-details/30ea504870f8597b,True,14569.0,39
Clifford Starks,72.0,185.0,78.0,Orthodox,1981-04-25,http://ufcstats.com/fighter-details/5abf827d62f98fee,True,15873.0,43
Kalib Starnes,75.0,185.0,74.0,Orthodox,1975-01-06,http://ufcstats.com/fighter-details/c8136ab8aa32c974,True,18174.0,49
Laureano Staropoli,73.0,185.0,71.0,Orthodox,1993-02-27,http://ufcstats.com/fighter-details/a12a8314adc1c1c9,True,11547.0,31
Damian Stasiak,65.0,135.0,70.0,Orthodox,1990-02-20,http://ufcstats.com/fighter-details/42a7e90605df3c8a,True,12650.0,34
Dominique Steele,70.0,170.0,74.0,Orthodox,1988-01-27,http://ufcstats.com/fighter-details/68c11c27d4d56572,True,13405.0,36
Steve Steinbeiss,75.0,185.0,75.0,Orthodox,1981-05-05,http://ufcstats.com/fighter-details/0b5b6876c2a4723f,True,15863.0,43
Dmitri Stepanov,75.0,217.0,,Orthodox,,http://ufcstats.com/fighter-details/738acab0c6934dd8,True,,0
Jeremy Stephens,69.0,145.0,71.0,Orthodox,1986-05-25,http://ufcstats.com/fighter-details/18968f97ad34f15c,True,14017.0,38
Aljamain Sterling,67.0,145.0,71.0,Orthodox,1989-07-31,http://ufcstats.com/fighter-details/cb696ebfb6598724,True,12854.0,35
Joe Stevenson,67.0,145.0,70.0,Orthodox,1982-06-15,http://ufcstats.com/fighter-details/79899ecf62020f6d,True,15457.0,42
Maia Stevenson,64.0,115.0,62.0,Orthodox,1982-03-19,http://ufcstats.com/fighter-details/2fee10d5cf86bfca,True,15545.0,42
